canonical_note,note_ko,translated_at,model
clear wood,클리어 우드,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
vetiver. piri piri,"베티버, 피리피리",2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
tubereuse,튜베로즈,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
glycine,글리신,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
benzoin tears,벤조인 티어스,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
artemisia absinthium,아르테미시아 압신티움,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
dried needles,말린 침엽,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
mountain lavender,마운틴 라벤더,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
lemon balm,레몬밤,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
cistus jam,시스투스 잼,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
fruity complex,프루티 콤플렉스,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
gardenia leaf,가드니아 리프,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
african neroli,아프리칸 네롤리,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
solar salicylate,솔라 살리실레이트,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
black ink accord,블랙 잉크 어코드,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
salty accord,솔티 어코드,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
indonesian bouya oud,인도네시아 부야 오드,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
vetiver from india ruh khas,인도산 루흐 카스 베티버,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
ambergis,앰버그리스,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
hybrid tea rose,하이브리드 티 로즈,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
frozen lemon,프로즌 레몬,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
chantilly cream,샹티이 크림,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
grated coconut,간 코코넛,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
ginger crumble,진저 크럼블,2026-09-24T03:31:41.298976+00:00,gpt-5.6-luna
fruity musk,프루티 머스크,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
italian black coffee,이탈리아 블랙 커피,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
sweet toffee,스위트 토피,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
turkish coffee,터키 커피,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
woody musk,우디 머스크,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
gurjun balsam,구르준 발삼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
raspberry leaf,라즈베리 잎,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
black suede,블랙 스웨이드,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
chinese osmanthus absolute 1,중국 오스만투스 앱솔루트 1,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
chinese osmanthus alcoolat grand cru 10,중국 오스만투스 알코올랏 그랑 크뤼 10,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
turkish tabac blond absolute .2,터키 블론드 타바크 앱솔루트 .2,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
candied apple,캔디드 애플,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
white galbanum,화이트 갈바넘,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
bergamote,베르가못,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
aubepine,오베핀,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
nectar of heliotrope,헬리오트로프 넥타,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
french lavender grand cru,프렌치 라벤더 그랑 크뤼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
moroccan mimosa absolute grand cru,모로칸 미모사 앱솔루트 그랑 크뤼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
indian jasmine alcoolat grand cru 5,인디언 자스민 알코올랏 그랑 크뤼 5,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
madagascan vanilla grand cru 2.5,마다가스카르 바닐라 그랑 크뤼 2.5,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
somalian myrrh 15,소말리아 몰약 15,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
haitian vetiver grand cru 10,아이티 베티버 그랑 크뤼 10,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
alpine spruce oil,알파인 스프루스 오일,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
timur pepper,티무르 페퍼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
blood orange brown extraction and sfuma torchio extraction,블러드 오렌지 브라운 추출 및 스푸마 토르키오 추출,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
carmargue rice,카마르그 라이스,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
sandalwood milk,샌달우드 밀크,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
woodsy notes,우디 노트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
lemon flower,레몬 플라워,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
pebbles,페블,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
italian green mandarin,이탈리아 그린 만다린,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
indonesian patchouli grand cru,인도네시아 패출리 그랑 크뤼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
orris absolute grand cru,오리스 앱솔루트 그랑 크뤼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
french orris absolute grand cru,프렌치 오리스 앱솔루트 그랑 크뤼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
morrocan mimosa absolute,모로칸 미모사 앱솔루트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
indian jasmine absolute,인디언 자스민 앱솔루트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
madagascan ylang-ylang,마다가스카르 일랑일랑,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
clary sage from the alps,알프스 클라리 세이지,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
moroccan damascene rose,모로칸 다마스크 로즈,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
madagascan pink pepper c02,마다가스카르 핑크 페퍼 CO2,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
morocan naneh mint,모로칸 나네 민트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
gurjam balsam,구르잠 발삼,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
sparkling musk,스파클링 머스크,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
oceany,오셔닉,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
rosebay willowherb,로즈베이 윌로허브,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
mimosa absolute south australia,사우스 오스트레일리아 미모사 앱솔루트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
heliotropine,헬리오트로핀,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
mandarin seed,만다린 씨드,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
makrut lime zest,마크루트 라임 제스트,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
coriander leaf,코리앤더 잎,2026-09-24T03:31:52.498341+00:00,gpt-5.6-luna
metallic amber,메탈릭 앰버,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
oxygen,산소,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
flash of metal,금속의 섬광,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
fire energy,불의 에너지,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
washing drying in the wind,바람에 말린 세탁물,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
mineral carbon,미네랄 카본,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
sand dunes,모래 언덕,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
nail polish,네일 폴리시,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
cellulose,셀룰로오스,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
pure air of the high mountains,고산의 맑은 공기,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
ultimate fusion,궁극의 융합,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
burnt rubber,탄 고무,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
flaming rock,불타는 바위,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
willow,버드나무,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
elm,느릅나무,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
bay leaves,월계수 잎,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
white smoke,흰 연기,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
saffron flowers,사프란 꽃,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
vetiver roots,베티버 뿌리,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
lebanese cedar,레바논 시더,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
birch essence,자작나무 에센스,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
madagascan pepper,마다가스카르 페퍼,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
cristalon,크리스탈론,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
caraway seeds,캐러웨이 씨앗,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
palm tree leaves,야자나무 잎,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
dew mist,이슬 미스트,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
jungle leaves,정글 잎사귀,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
orris roots,오리스 뿌리,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
silex,실렉스,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
gunpowder accord,화약 어코드,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
texas cedarwood fraction orpur,텍사스 시더우드 프랙션 오르퍼,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
pashminol,파시미놀,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
pollen galbanum,갈바눔 꽃가루,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
iris leaf,아이리스 잎,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
oxygen aldehyde,산소 알데하이드,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
asphalt black musk,아스팔트 블랙 머스크,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
smoked cedar with a little bit of pollution benzoin,스모키 시더와 약간의 폴루션 벤조인,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
juniper wood,주니퍼 우드,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
mineral musks,미네랄 머스크,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
wet woods,젖은 우드,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
sea moss,바다 이끼,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
absinthe artemisia absinthum,압생트 아르테미시아 압신티움,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
fleur de sel,플뢰르 드 셀,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
brown musk,브라운 머스크,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
red tea,레드 티,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
elderflower granita,엘더플라워 그라니타,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
sweet orris butter,스위트 오리스 버터,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
agaroud,아가루드,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
balkans tobacco leaves,발칸 담뱃잎,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
nicotine,니코틴,2026-09-24T03:32:03.651137+00:00,gpt-5.6-luna
benjoin,벤조인,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
banana flower,바나나 플라워,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
white currant,화이트 커런트,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
orange flower blossom,오렌지 플라워 블로썸,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
bergamot flower blossom,베르가못 플라워 블로썸,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
mock orange flower,모크 오렌지 플라워,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
water pepper,워터 페퍼,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
fresh spice,프레시 스파이스,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
fresh marine notes,프레시 마린 노트,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
aqua,아쿠아,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
fresh floral,프레시 플로럴,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
fresh wood,프레시 우드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
woody accords,우디 어코드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
smoky accords,스모키 어코드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
cobblestone accord,코블스톤 어코드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
oud merauke,오드 메라우케,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
oud co chang feel-oud,오드 코창 필-오드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
white and pink grapefruit,화이트 앤 핑크 그레이프프루트,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
grey and brown amber,그레이 앤 브라운 앰버,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
oud from sri lanka,스리랑카산 오드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
bouya oud,부야 오드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
tiramisu,티라미수,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
sweet honey,스위트 허니,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
natural aged oud oil,내추럴 에이지드 오드 오일,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
natural aged,내추럴 에이지드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
wild bengali oud oil,와일드 벵갈리 오드 오일,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
laotian oud oil,라오시안 오드 오일,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
natural aged wild bengali oud oil,내추럴 에이지드 와일드 벵갈리 오드 오일,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
ironwood,아이언우드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
cilantro,실란트로,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
sadalwood,샌달우드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
honey note,허니 노트,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
peanut,피넛,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
winter green,윈터그린,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
ginjo-ka,긴조카,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
burnt styrax,번트 스타이랙스,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
mandarin peel,만다린 필,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
cedar crystals,시더 크리스털,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
wood sap,우드 수액,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
black thyme,블랙 타임,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
rum absolute and tonka bean,럼 앱솔루트 앤 통카 빈,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
corinthian raisins,코린티안 레이즌,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
candied turkish rose,캔디드 터키시 로즈,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
smoked leather,스모크드 레더,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
balkan tobacco,발칸 타바코,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
juniper tar oil,주니퍼 타르 오일,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
vegetal musk,베지탈 머스크,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
roots of costus,코스투스 루트,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
pure moroccan rose,퓨어 모로칸 로즈,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
amber and black woods,앰버 앤 블랙 우드,2026-09-24T03:32:10.895460+00:00,gpt-5.6-luna
musk and vanilla powder,머스크 앤 바닐라 파우더,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
kyara,키야라,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
russian clary sage,러시안 클라리 세이지,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
mandarine oil,만다린 오일,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
mandarine leaves oil,만다린 리프 오일,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
marine accord,마린 어코드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
grape seed,포도씨,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
pimento seeds,피멘토 씨드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
fresh lemon,프레시 레몬,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
concrete,콘크리트,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
italian red tangerine,이탈리안 레드 탠저린,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
salty skin accord,솔티 스킨 어코드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
sea breeze,씨 브리즈,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
feathery musk,페더리 머스크,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
oriental notes,오리엔탈 노트,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
green almond,그린 아몬드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
elderflower,엘더플라워,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
amber gold tangerine,앰버 골드 탠저린,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
almond blossom,아몬드 블라썸,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
amberrose gold bulgarian rose,앰버로즈 골드 불가리안 로즈,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
buddah wood,부다 우드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
spicy cumin,스파이시 큐민,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
sweet candy,스위트 캔디,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
myrtle oil,머틀 오일,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
japanese cedar,재패니즈 시더,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
alpine cedar,알파인 시더,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
european larch,유러피안 라치,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
templin cone,템플린 콘,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
citrus blend,시트러스 블렌드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
spicy pepper,스파이시 페퍼,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
tanned leather,탠드 레더,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
lavandin of luberon,루베롱 라반딘,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
virginian tobacco,버지니안 토바코,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
sweet almond,스위트 아몬드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
tahitian tiare,타히티안 티아레,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
mediterranean blood orange,메디테라니안 블러드 오렌지,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
orange rind,오렌지 껍질,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
sicilian night blooming jasmine,시칠리안 나이트 블루밍 자스민,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
absolute jasmine,앱솔루트 자스민,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
white petals,화이트 페탈,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
japanese grapefruit yuzu,재패니즈 그레이프프루트 유자,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
wildberries,와일드베리,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
crystalline musk,크리스털린 머스크,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
hawthorn blossom,호손 블라썸,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
comores flowers,코모로 플라워,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
white almond,화이트 아몬드,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
persimmon,감,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
peach tree leaves,복숭아나무 잎,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
hints of bergamot and mandarin,베르가못 앤 만다린 힌트,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
japanese wisteria,재패니즈 위스테리아,2026-09-24T03:32:17.611237+00:00,gpt-5.6-luna
peonies and camellia sasanka,작약과 사산카 동백,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
south sea jasmine and chinese osmanthus,남태평양 자스민과 중국 오스만투스,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
cambodian mahogany and mousse poivree,캄보디아 마호가니와 무스 푸아브레,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
natural oud wood,천연 오드 우드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
natural agarwood oil,천연 침향 오일,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
padauk wood,파닥 우드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
red frankincense,레드 프랑킨센스,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
salted butter,솔티드 버터,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
pure cambodian oud,퓨어 캄보디아 오드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
vanilla pod co2,바닐라 포드 CO2,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
animal notes,애니멀릭 노트,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
attar motia,아타르 모티아,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
vietnamese oud roots,베트남 오드 루트,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
tasmanian boronia,태즈메이니아 보로니아,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
sandalore,샌달로어,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
classic feminine florals,클래식 페미닌 플로럴,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
baking sugar,베이킹 슈거,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
natural cocoa,천연 코코아,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
vanilla sponge cake,바닐라 스펀지 케이크,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
bourbon pepper,버번 페퍼,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
peach flesh,복숭아 과육,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
white magnolia,화이트 목련,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
arabian jasmine,아라비안 자스민,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
nosy be ylang ylang,노지 베 일랑일랑,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
irone,아이론,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
iracine,이라신,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
smoky osmanthus,스모키 오스만투스,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
white patchouli,화이트 패출리,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
white linen,화이트 리넨,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
sequoia,세쿼이아,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
spikenard jatamansi,스파이크나드 자타만시,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
laurel leaf,월계수 잎,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
egyptian balsam,이집트 발삼,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
black currant leaf,블랙커런트 잎,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
nerium oleander,네리움 올레안더,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
australian santalum album sandalwood,오스트레일리아산 산탈룸 알붐 샌달우드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
wasabi accord,와사비 어코드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
vetiver heart lmr,베티버 하트 LMR,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
lavandin absolute,라반딘 앱솔루트,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
velvet woods,벨벳 우드,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
japanese yuzu citrus junos,일본 유자 시트러스 유노스,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
paper pink,페이퍼 핑크,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
somali frankincense,소말리아 프랑킨센스,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
soot,그을음,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
wool,울,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
reseda,레세다,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
egyptian basil,이집트 바질,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
natural oakmoss absolute,천연 오크모스 앱솔루트,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
australian santalum album,오스트레일리아산 산탈룸 알붐,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
rose extract,로즈 추출물,2026-09-24T03:32:28.203466+00:00,gpt-5.6-luna
gentian,용담,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
jasmine grandiflora extract,자스민 그란디플로라 추출물,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
natural cedarwood extract,천연 시더우드 추출물,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
black leather,블랙 레더,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
galbanum. marine,"갈바넘, 마린",2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
woody musks,우디 머스크,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
slight metallic note,은은한 메탈릭 노트,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
bergamot essence,베르가못 에센스,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
firsantol,피르산톨,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
ambrox super,앰브록스 슈퍼,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
white flower,화이트 플라워,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
apple peel,사과 껍질,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
fir resin,퍼 레진,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
hysope,히솝,2026-09-24T03:32:40.189616+00:00,gpt-5.6-luna
